"","id_bu","id_bu_encuesta","encuesta","encuesta_a","encuesta_m","pond","secu","estrato","region_3","zona_u_r","gse","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","bienestar_2","bienestar_7_a","bienestar_7_d","bienestar_7_f","bienestar_7_g","percepcion_5","percepcion_6","percepcion_38","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_gz","eval_act_pol_1_gy","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_fo","eval_act_pol_1_co","eval_act_pol_1_hc","eval_act_pol_1_gq","eval_act_pol_1_gw","eval_act_pol_1_gx","eval_act_pol_1_ha","eval_act_pol_1_gu","eval_act_pol_1_dv","eval_act_pol_1_ae","eval_act_pol_1_em","eval_act_pol_1_ep","eval_act_pol_1_en","eval_act_pol_1_hb","eval_act_pol_1_fw","confianza_6_a","confianza_6_b","confianza_6_c","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_6_ab","confianza_6_ac","democracia_21","pobreza_62","democracia_19","religion_63","religion_81_b","religion_81_a","mtf_66","mtf_53","mtf_45_d","mtf_45_h","mtf_45_k","religion_14","religion_15_b","religion_15_c","religion_15_d","religion_15_e","religion_15_f","religion_64","religion_82","religion_2","religion_91","religion_86","religion_88_a","religion_88_b","religion_88_c","religion_89","confianza_16_a","confianza_16_b","confianza_16_c","confianza_16_d","confianza_16_e","confianza_16_f","confianza_16_g","confianza_16_h","religion_31_a","religion_31_b","religion_31_c","religion_32_b","religion_33_a","religion_33_b","religion_90_a","religion_90_b","religion_90_c","religion_90_d","religion_71_a","religion_71_b","religion_72_b","religion_67","religion_39_g","religion_39_c","religion_39_d","religion_59_b","religion_59_c","religion_59_e","religion_37_a","religion_37_b","religion_37_c","religion_37_d","religion_37_g","religion_37_e","religion_75_d","religion_75_e","interes_pol_1_b","iden_pol_3","iden_pol_3_a","elec_part_37","elec_pres_144_a","elec_pres_144_b_2","municipio_17_a","municipio_17_b","municipio_17_c","elec_muni_17","elec_muni_14_d","estallido_5","estallido_17","sexo","edad","info_enc_59_2","info_enc_58","info_enc_30_b","info_enc_8","mtf_60","estado_civil_g","info_enc_61","esc_nivel_1_c","info_enc_57","info_hogar_28_c","info_enc_62","salud_5_b"
"782","782-92",782,92,2024,8,0.81317815,92070,8,6,1,3,2,14,9,2,3,8,4,2,4,4,2,3,4,3,3,5,2,6,6,2,2,6,6,3,6,6,2,6,6,4,4,4,4,6,4,6,6,4,2,2,4,3,3,4,3,1,3,3,3,3,3,3,2,3,2,3,3,3,5,5,10,2,1,2,-8,4,5,2,2,1,1,1,3,1,1,1,7,3,3,1,5,3,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,0,0,0,0,2,2,3,4,1,2,4,4,4,4,3,3,3,2,3,3,2,3,5,18,NA,1,1,NA,5,2,3,4,2,5,5,1,38,1,2,NA,1,2,5,2,4,1,NA,1,-8
"783","783-92",783,92,2024,8,1.83518657,92279,5,4,2,3,1,5,13,3,2,8,4,5,4,3,3,3,5,2,2,5,1,6,6,1,1,6,6,3,6,6,6,6,6,6,3,3,6,6,6,6,6,4,4,4,4,3,3,3,3,4,3,3,3,4,4,3,3,3,3,4,3,3,6,10,1,3,1,3,4,2,2,2,3,3,2,3,3,3,1,1,7,3,3,1,3,5,1,4,3,4,3,4,3,4,3,1,2,1,5,2,1,5,5,5,5,2,3,2,2,2,4,4,3,3,2,4,4,3,4,4,4,2,2,4,15,15,2,NA,2,7,1,8,3,3,3,3,1,38,1,2,NA,1,2,1,2,4,1,NA,1,3
"784","784-92",784,92,2024,8,0.81774498,92279,5,4,2,3,2,3,6,2,2,6,5,4,4,2,3,4,4,2,2,5,2,6,6,2,1,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,2,4,4,3,4,2,3,2,2,3,4,4,3,4,1,1,4,4,3,7,8,7,1,1,2,4,2,2,4,3,1,1,3,1,3,1,1,4,1,3,1,5,2,9,2,3,2,2,2,2,3,2,1,1,4,1,2,2,5,7,5,0,1,2,3,4,2,3,5,3,2,2,2,1,2,3,2,3,1,1,5,15,15,2,NA,4,2,3,5,3,3,5,5,1,52,1,2,NA,1,2,2,2,2,1,NA,3,2
"785","785-92",785,92,2024,8,0.41566266,92279,5,4,2,3,9,3,14,2,3,5,3,5,5,5,3,3,5,3,2,5,3,6,6,2,1,6,6,4,6,6,6,6,6,6,3,2,4,6,6,6,6,3,3,3,4,4,2,3,2,3,3,3,3,4,3,3,4,2,1,2,4,1,5,5,8,2,2,3,1,2,2,2,2,3,2,3,2,2,2,1,3,3,1,1,4,5,1,2,3,3,1,4,3,-8,2,2,2,2,2,2,2,5,5,5,5,2,4,4,4,4,4,4,2,2,2,2,2,2,1,2,2,3,1,3,15,1,1,1,NA,5,2,4,3,3,2,4,2,58,1,2,NA,1,3,1,2,4,1,NA,10,5
"786","786-92",786,92,2024,8,0.33538534,92279,5,4,2,3,3,10,6,3,2,8,4,4,5,4,4,1,4,2,2,-8,3,6,6,6,3,6,6,4,6,6,6,6,6,6,3,5,6,6,6,6,6,4,4,3,4,4,3,4,3,4,4,2,4,4,3,4,4,3,2,4,4,3,8,7,10,2,2,2,4,2,3,3,2,2,2,1,1,4,2,1,8,4,2,1,3,2,1,2,3,4,3,4,3,3,2,4,2,4,2,2,2,5,5,5,-8,4,4,4,4,1,2,5,4,2,2,2,1,3,2,2,2,1,2,5,15,15,1,1,NA,8,2,3,3,3,3,3,2,28,1,2,NA,1,2,2,2,6,2,6,1,4
"787","787-92",787,92,2024,8,0.37751653,92279,5,4,2,3,17,10,11,2,2,7,5,-7,3,5,3,3,4,2,2,6,2,6,4,4,3,6,6,5,6,3,6,6,6,6,3,3,6,6,6,6,6,2,3,2,3,4,4,1,3,4,3,3,3,3,4,3,2,3,3,3,3,1,7,10,6,2,3,3,4,2,2,4,1,4,4,3,4,4,-8,1,5,1,1,1,3,5,1,1,1,2,1,-8,2,-8,2,3,2,1,2,3,3,10,10,5,5,4,3,2,4,3,1,3,3,4,1,2,1,3,1,2,2,1,3,3,1,NA,1,2,NA,3,9,8,2,1,3,4,1,73,1,2,NA,1,7,1,2,1,1,NA,7,5
"788","788-92",788,92,2024,8,0.89723997,92052,6,5,1,3,1,4,10,2,1,8,4,-7,5,4,2,1,4,-8,1,5,4,6,6,6,2,6,6,5,6,6,6,6,6,2,2,2,6,6,1,4,2,4,4,1,4,4,4,4,4,4,4,1,1,4,4,4,1,1,1,1,4,3,7,10,8,2,1,3,1,2,2,2,2,4,4,4,4,3,2,9,8,3,4,5,4,1,9,4,4,4,4,4,4,4,4,1,2,2,2,2,2,5,1,10,2,2,3,4,3,2,2,5,1,1,1,4,2,4,4,4,4,2,4,5,15,15,1,1,NA,1,2,9,3,2,4,4,2,69,1,2,NA,1,5,7,2,1,2,8,7,2
"789","789-92",789,92,2024,8,0.6708316,92051,6,5,1,1,1,2,3,4,1,8,4,5,5,4,4,3,3,1,1,5,4,6,3,4,3,5,4,3,6,6,4,4,2,2,2,2,4,4,2,6,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,1,5,8,5,3,3,2,4,2,3,2,2,3,4,3,3,4,2,1,5,3,3,4,1,5,1,2,3,3,3,4,2,4,2,3,2,5,3,2,1,6,6,4,5,3,4,4,4,3,4,5,4,2,2,2,2,3,2,2,3,2,2,1,1,NA,1,1,NA,6,9,1,2,1,2,4,1,66,1,2,NA,1,3,1,2,10,1,NA,1,7
"790","790-92",790,92,2024,8,1.26813153,92042,6,5,1,2,2,7,3,3,3,7,5,5,5,5,4,1,4,2,2,7,2,6,2,3,2,2,6,2,6,6,6,6,6,3,4,3,2,6,3,3,6,3,3,2,4,3,4,4,2,4,4,2,3,3,2,4,3,2,2,3,4,1,10,8,10,2,1,2,4,4,3,4,2,1,1,1,1,1,2,1,7,2,3,1,6,3,1,3,3,3,3,3,2,2,2,2,3,4,2,2,2,5,5,5,5,2,5,4,4,2,4,5,2,1,2,2,2,2,3,1,3,1,1,2,13,NA,1,4,NA,5,2,6,2,2,5,5,1,32,1,2,NA,1,2,2,2,5,2,4,1,3
"791","791-92",791,92,2024,8,0.73390719,92041,6,5,1,1,9,14,16,3,2,5,5,4,5,5,4,3,5,2,2,5,3,6,2,4,2,4,3,3,6,6,6,6,6,4,3,3,4,6,6,6,5,1,4,2,4,1,3,2,3,4,2,2,3,3,3,2,3,4,2,4,4,1,7,9,7,2,5,2,4,1,1,1,2,1,1,1,1,1,2,1,6,3,1,5,3,1,1,3,3,4,2,4,3,4,3,2,1,2,3,1,2,5,5,3,2,2,2,3,4,1,1,5,2,2,1,1,1,2,2,1,1,2,1,4,15,15,1,4,NA,8,7,2,1,3,5,5,1,68,1,2,NA,1,4,7,2,6,1,NA,7,5
"792","792-92",792,92,2024,8,1.07746099,92041,6,5,1,1,3,2,9,4,2,10,5,5,5,5,4,2,4,2,2,8,3,6,1,2,1,4,3,3,6,6,6,3,1,4,4,4,4,3,4,4,4,3,3,3,4,4,3,3,3,4,4,3,4,4,2,4,4,3,2,4,3,1,8,10,10,1,2,3,4,3,5,4,2,1,1,1,1,1,2,1,5,2,2,1,5,-9,1,2,3,4,2,3,3,3,3,2,2,4,2,4,2,7,8,4,4,2,4,4,4,2,3,5,3,2,2,1,1,1,1,4,1,1,1,2,10,NA,1,2,NA,5,3,8,3,2,5,5,1,45,1,2,NA,1,3,2,2,10,1,NA,1,7
"793","793-92",793,92,2024,8,1.19676652,92045,6,5,1,2,2,3,9,2,3,8,5,4,5,-7,3,3,3,2,3,5,-9,6,4,-9,-9,6,6,-9,6,6,6,6,6,6,6,-9,6,6,-8,6,6,3,-8,3,4,4,3,3,3,4,3,2,4,4,-8,4,4,3,4,4,4,3,10,10,10,3,4,2,1,3,2,2,1,2,3,2,2,1,3,1,5,3,2,1,4,7,1,3,3,3,4,4,2,-8,-9,5,2,5,4,5,3,1,1,1,1,4,4,5,4,3,2,3,3,2,2,2,1,2,1,3,3,1,1,4,15,15,1,2,NA,2,4,5,2,3,3,5,2,65,1,2,NA,1,5,2,2,1,1,NA,7,2
"794","794-92",794,92,2024,8,0.99064569,92045,6,5,1,2,3,9,17,1,3,10,5,5,4,5,4,3,5,3,2,5,1,6,1,1,1,3,6,3,6,6,6,6,6,4,3,4,4,6,1,3,3,3,3,2,4,4,2,4,2,4,3,1,3,4,3,3,4,2,2,3,2,2,10,10,10,5,1,4,1,2,2,1,2,1,3,1,1,1,2,1,5,4,1,1,4,2,1,3,3,3,2,3,3,3,2,2,1,2,1,2,1,5,5,5,5,2,4,4,4,1,3,4,1,1,1,1,1,1,1,1,1,1,1,4,15,15,1,1,NA,2,3,8,2,3,5,5,2,48,1,2,NA,1,3,1,2,4,2,4,10,1
"795","795-92",795,92,2024,8,0.46781311,92268,22,14,1,2,9,5,3,4,1,8,4,5,5,4,4,2,2,2,2,6,2,3,2,1,2,3,6,2,6,6,6,6,6,3,4,2,5,6,4,6,2,3,2,3,4,3,2,3,1,2,3,1,3,3,2,2,2,2,2,2,3,1,7,8,9,3,3,3,3,1,2,1,2,-89,-9,-9,-9,-9,2,1,4,2,2,1,4,5,1,2,3,3,2,3,2,2,2,1,2,2,3,2,1,8,7,7,9,3,2,3,4,3,3,4,1,2,1,2,2,2,3,3,2,4,3,2,15,15,1,-9,NA,8,2,5,1,2,5,5,1,39,1,2,NA,1,1,1,2,10,1,NA,1,4
"796","796-92",796,92,2024,8,1.40534469,92106,12,8,1,3,5,9,3,3,2,7,4,5,4,5,3,3,4,2,1,5,4,6,2,2,2,6,6,2,6,6,6,6,6,2,1,2,2,6,6,6,6,3,3,3,4,4,3,4,3,3,3,2,3,4,1,3,3,4,3,4,4,2,7,5,6,4,3,3,4,2,2,2,3,4,4,4,4,4,2,9,8,-8,4,1,3,2,1,4,4,4,3,4,3,4,4,2,2,2,3,2,1,7,5,5,8,2,2,3,4,1,2,4,4,4,3,1,1,1,2,1,1,1,1,2,15,15,2,NA,1,3,8,5,3,3,3,3,1,38,1,2,NA,1,2,2,2,4,1,NA,1,2
"797","797-92",797,92,2024,8,0.36534691,92106,12,8,1,3,16,11,2,2,2,6,5,4,5,5,4,3,5,2,3,5,3,6,6,6,6,6,6,2,6,6,6,6,6,6,3,4,6,6,3,6,6,3,3,3,3,3,3,3,1,4,3,2,2,3,3,3,3,3,3,4,3,3,10,10,1,2,2,2,4,3,2,4,2,-89,1,2,2,1,2,1,6,2,1,1,4,7,1,3,4,4,4,4,3,4,3,2,1,2,2,2,3,5,5,5,5,2,2,3,4,1,2,4,2,2,2,1,3,1,2,1,1,1,3,5,15,15,1,-9,NA,11,7,1,4,3,3,5,2,54,1,2,NA,1,2,1,2,-8,1,NA,1,2
"798","798-92",798,92,2024,8,0.41999479,92106,12,8,1,3,9,26,14,2,2,2,3,-7,3,-7,2,3,4,3,2,-9,1,6,6,6,1,6,6,3,6,6,6,6,6,6,3,2,6,6,6,6,6,2,3,2,4,3,3,3,3,4,-8,2,4,4,3,3,3,2,2,3,3,3,10,10,5,4,4,1,1,3,5,5,2,3,3,3,3,3,1,10,8,-8,4,1,5,3,9,4,4,4,4,4,4,4,4,1,3,1,3,1,1,5,5,0,10,1,1,5,1,5,5,3,5,5,5,4,4,4,4,4,4,4,4,5,15,15,2,NA,5,9,8,5,4,5,1,2,2,44,1,2,NA,1,1,8,2,4,1,NA,8,1
"799","799-92",799,92,2024,8,0.41999479,92106,12,8,1,3,9,1,6,2,2,8,3,3,-7,3,3,3,4,2,2,5,3,6,6,3,2,6,6,3,6,6,6,6,6,6,4,3,6,6,4,6,6,3,2,4,2,3,3,3,4,3,4,3,4,3,3,4,3,2,3,3,3,2,10,10,10,3,2,2,-7,2,2,2,2,1,1,1,1,1,2,9,6,4,4,3,5,4,9,4,4,4,4,4,4,4,4,2,2,3,3,3,3,5,5,5,5,2,3,4,4,1,3,5,3,2,3,3,3,2,1,3,3,1,1,5,15,15,1,2,NA,7,8,2,4,3,2,3,2,44,1,2,NA,2,NA,8,2,4,1,NA,1,2
"800","800-92",800,92,2024,8,0.89234075,92116,14,9,1,3,9,26,1,3,3,7,2,4,4,5,3,3,4,2,2,7,1,4,6,6,3,6,6,6,6,6,6,6,6,6,4,3,6,6,6,6,6,4,1,2,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,1,10,10,10,2,2,3,4,1,5,2,1,-89,-8,-8,-8,-8,3,2,2,1,1,1,7,4,2,4,4,4,4,2,4,2,3,4,3,1,2,4,3,10,5,10,1,1,2,2,3,4,1,4,1,1,1,1,1,1,1,4,4,1,4,5,15,15,-9,NA,5,8,4,3,1,3,4,4,1,66,1,2,NA,1,1,1,2,4,1,NA,1,4
"801","801-92",801,92,2024,8,1.1543414,92107,12,8,1,3,9,3,1,2,2,8,4,4,3,4,3,3,4,2,2,6,3,6,2,3,2,6,6,4,6,6,6,6,6,4,2,2,3,6,6,6,6,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,1,5,6,6,1,2,3,4,2,3,3,2,1,4,1,1,1,2,1,8,2,1,5,3,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,7,7,6,0,2,4,4,4,2,2,4,2,4,4,2,2,2,2,2,2,2,2,4,15,15,1,-9,NA,8,11,2,3,3,3,3,1,53,1,2,NA,1,1,1,2,2,1,NA,1,1
"802","802-92",802,92,2024,8,0.55205177,92107,12,8,1,3,9,5,1,2,3,10,4,4,4,-7,3,3,4,3,2,6,2,6,2,3,3,3,6,4,6,6,6,6,6,6,4,5,6,6,3,6,4,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,4,3,2,3,3,2,5,5,10,4,2,2,4,1,2,2,2,1,2,1,1,1,2,1,6,2,3,1,3,5,1,1,3,3,3,3,3,3,3,4,2,2,2,2,2,7,6,6,4,2,2,2,4,2,2,2,2,2,2,2,1,3,2,1,4,1,1,5,15,15,1,2,NA,3,9,8,2,1,1,2,2,59,1,2,NA,1,3,1,2,4,2,1,1,1
"803","803-92",803,92,2024,8,1.78656641,92039,6,5,1,3,3,1,5,3,2,8,4,4,5,-7,2,3,-8,1,1,5,5,6,5,5,4,4,4,5,6,2,6,6,6,2,2,2,5,3,1,4,2,3,3,4,4,3,2,3,2,3,2,2,2,4,3,3,3,2,3,4,4,1,7,9,8,2,2,2,1,4,4,4,2,1,1,1,1,1,2,1,3,3,1,7,1,4,1,2,4,3,1,4,3,4,2,2,2,1,2,4,2,5,5,1,5,2,2,4,4,2,4,4,2,2,2,1,1,3,2,3,2,2,2,5,15,15,1,1,NA,8,2,9,3,1,5,3,2,65,1,2,NA,1,2,1,2,6,2,6,7,4
"804","804-92",804,92,2024,8,0.98303866,92107,12,8,1,2,9,3,11,2,2,8,4,-7,5,5,3,3,4,2,3,-8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,1,1,1,1,3,3,3,2,1,1,1,1,1,2,1,6,1,2,1,7,5,2,3,4,3,4,1,3,3,3,2,2,2,2,2,2,10,10,10,10,2,2,4,4,1,3,5,2,2,2,1,1,1,1,1,1,1,1,5,15,15,1,-9,NA,8,5,11,4,3,1,3,2,44,1,2,NA,1,2,5,2,4,1,NA,1,7
"805","805-92",805,92,2024,8,0.38589428,92205,20,13,1,2,26,4,8,2,1,10,5,-7,-7,5,3,4,3,2,-8,6,3,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,-8,-8,-8,-8,3,3,3,4,3,3,3,-8,-8,-8,3,-8,3,3,3,10,10,10,2,2,-8,-7,2,3,3,2,1,4,-8,4,4,2,9,8,-8,3,1,2,5,9,-8,3,3,3,3,3,3,3,3,1,2,3,2,3,5,5,5,5,2,2,3,4,1,2,4,2,2,2,2,1,1,1,2,2,-8,2,5,15,15,1,4,NA,6,7,8,3,3,3,3,1,60,1,2,NA,2,NA,8,2,2,2,6,1,1
"806","806-92",806,92,2024,8,0.398546,92115,14,9,1,3,3,1,6,1,3,10,5,5,5,5,4,4,4,3,2,-9,2,6,6,6,2,6,6,5,6,6,6,6,6,6,5,4,6,6,6,6,6,3,4,1,4,4,3,3,2,3,3,2,3,3,4,3,3,2,3,4,3,3,10,10,10,1,2,1,4,1,4,2,2,-89,1,1,1,-9,2,1,5,2,2,1,7,4,1,3,3,3,4,3,3,4,3,2,4,4,4,2,4,2,4,2,3,2,4,2,4,2,1,4,2,2,2,1,1,1,2,1,1,1,1,5,15,15,1,2,NA,8,1,4,4,3,5,3,2,47,1,1,5,1,2,1,2,4,2,4,1,2
"807","807-92",807,92,2024,8,0.33742262,92271,24,15,1,3,1,3,5,2,2,3,1,5,4,2,3,2,4,2,2,5,2,6,6,2,2,6,6,2,6,6,6,6,6,6,4,4,6,6,4,6,6,2,3,1,4,3,3,2,2,3,3,1,3,3,3,3,3,1,1,3,3,1,6,10,10,3,2,2,3,1,2,1,3,2,3,3,1,1,1,1,5,2,2,1,5,3,1,3,3,3,3,3,3,3,2,2,3,2,3,3,2,5,5,5,5,4,4,3,4,2,4,4,3,2,2,2,2,2,2,3,2,4,2,4,15,15,1,2,NA,9,4,8,3,3,3,4,2,62,1,2,NA,1,4,8,2,4,1,NA,8,2
"808","808-92",808,92,2024,8,0.84523834,92116,14,9,1,3,3,10,5,1,3,-8,5,-7,-7,4,2,-8,4,3,2,5,1,-9,1,6,1,6,6,6,6,6,6,6,6,4,6,5,6,6,6,4,4,2,-8,1,4,-9,4,4,2,4,3,1,4,4,-8,3,-9,2,2,2,-8,3,7,5,4,3,4,2,-7,2,3,2,3,1,1,1,1,1,1,1,8,-8,1,1,5,6,1,4,-9,4,2,-9,2,-9,2,2,2,2,3,3,2,5,5,5,5,2,4,4,4,1,-89,3,4,2,-8,-89,4,4,1,4,4,4,1,5,15,15,2,NA,-8,8,2,9,4,4,5,5,1,56,1,-8,NA,2,NA,8,2,6,1,NA,1,1
"809","809-92",809,92,2024,8,2.29957261,92115,14,9,1,3,3,10,1,2,1,7,2,1,5,4,3,1,3,1,1,5,3,6,6,4,3,6,6,4,6,6,6,6,6,6,4,3,6,6,6,6,6,3,4,2,3,4,4,4,2,4,3,2,3,4,3,2,4,2,2,4,4,1,4,10,10,1,2,2,4,2,2,2,2,1,1,1,1,1,2,1,8,1,4,1,3,9,1,3,4,4,3,3,4,3,3,2,2,2,2,2,2,3,3,3,0,2,4,4,4,2,2,4,2,2,2,1,1,1,2,2,1,1,1,5,15,15,1,1,NA,7,8,5,2,3,2,4,1,40,1,1,5,1,2,2,2,4,1,NA,1,-8
"810","810-92",810,92,2024,8,0.30800724,92297,21,13,2,3,3,1,7,3,1,7,5,-7,-7,-7,3,2,4,2,2,-8,2,6,6,2,2,6,6,4,6,6,6,6,6,6,6,4,6,6,6,6,6,1,3,1,3,2,4,1,1,2,2,1,4,4,1,1,3,1,1,1,2,2,-8,10,10,2,2,5,-7,1,5,5,1,1,1,1,1,1,3,1,2,1,1,5,1,7,1,1,2,2,4,4,1,3,2,2,2,2,2,4,5,5,10,0,0,2,2,4,4,1,1,5,2,2,2,1,1,1,1,4,1,4,1,2,5,NA,1,2,NA,1,2,9,2,3,5,4,1,84,1,2,NA,2,NA,7,2,2,1,NA,7,5
"811","811-92",811,92,2024,8,0.49440568,92297,21,13,2,3,10,3,1,3,2,10,5,-7,5,-7,3,2,3,2,2,-8,4,6,6,4,4,6,6,4,6,6,6,6,6,6,4,4,4,6,4,4,6,1,4,1,-8,3,1,1,-8,1,-8,1,2,4,4,2,-8,1,1,3,3,3,10,10,10,2,2,1,1,2,2,5,-8,1,1,1,1,1,2,1,4,3,3,1,5,9,1,2,3,4,4,4,4,4,3,2,2,2,2,2,2,5,5,5,5,2,2,2,4,2,2,5,2,2,3,4,1,4,1,4,4,4,4,5,15,15,1,-9,NA,2,8,1,4,3,-8,4,2,76,1,2,NA,1,1,8,2,1,1,NA,7,5
"812","812-92",812,92,2024,8,0.49440568,92297,21,13,2,2,26,1,3,3,1,10,5,5,5,-7,4,3,4,1,1,8,3,6,6,3,2,4,6,4,6,6,6,6,1,6,2,4,3,3,3,6,6,2,1,2,4,4,4,4,-8,4,4,1,2,3,4,1,4,1,1,1,3,3,10,10,10,2,2,4,4,2,2,2,1,1,1,1,1,1,1,1,6,1,1,1,7,3,1,1,3,3,2,3,3,1,1,2,4,2,2,4,2,10,10,10,5,2,-8,4,4,1,4,5,2,2,2,1,1,1,1,1,1,1,1,4,15,15,1,2,NA,7,2,4,1,3,5,4,2,70,1,2,NA,1,4,8,2,2,2,8,7,2
"813","813-92",813,92,2024,8,1.49728741,92297,21,13,2,3,3,7,9,2,2,10,5,-7,-7,5,3,3,4,2,2,-8,2,6,6,6,4,6,6,4,6,6,6,6,6,6,6,6,-8,6,6,6,6,4,3,1,3,1,1,3,4,4,3,3,3,3,3,4,3,1,1,3,3,3,10,10,10,2,2,2,-7,2,2,2,3,1,1,1,1,1,3,9,8,2,3,1,5,9,9,4,1,1,1,4,4,4,4,2,2,4,2,2,2,10,10,0,10,4,2,2,4,2,4,4,2,2,3,4,1,1,1,4,4,1,1,5,15,15,1,1,NA,3,2,8,3,3,5,4,1,35,1,2,NA,2,NA,8,2,1,2,2,2,1
"814","814-92",814,92,2024,8,1.49728741,92297,21,13,2,3,5,17,26,3,2,6,5,-7,-7,4,3,2,4,2,2,-8,2,6,6,2,2,6,6,2,6,6,6,6,6,-8,4,4,-8,6,6,-8,3,4,4,1,4,3,3,3,1,1,1,1,4,3,1,3,3,1,1,3,3,3,10,10,10,2,2,2,-7,2,4,2,2,1,1,1,1,1,2,10,8,4,3,3,5,1,1,2,4,4,3,3,3,3,3,2,2,2,2,2,2,5,5,5,10,2,2,2,2,2,4,4,2,2,3,2,2,1,2,2,2,1,2,5,15,15,1,2,NA,11,8,9,3,3,3,4,1,33,1,1,5,2,NA,8,2,6,2,1,3,3
"815","815-92",815,92,2024,8,0.96139545,92297,21,13,2,3,3,17,14,3,2,9,4,5,5,5,4,3,4,2,3,8,4,6,3,3,3,3,6,3,3,3,6,6,6,3,3,3,3,6,2,3,3,4,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,4,3,1,10,1,10,2,4,1,4,2,4,3,2,2,1,3,2,1,2,11,8,3,4,1,3,4,1,4,4,4,4,4,4,4,4,2,2,4,2,1,1,5,5,5,5,2,4,4,2,2,4,4,2,2,2,2,4,4,4,4,1,4,1,5,20,NA,2,NA,1,2,10,8,2,3,2,4,1,27,1,2,NA,1,1,8,2,4,1,NA,1,7
"816","816-92",816,92,2024,8,0.3391298,92297,21,13,2,4,3,4,2,1,2,5,3,5,5,-7,3,3,5,2,2,-8,3,6,2,2,2,6,2,2,2,6,6,2,6,6,2,4,2,6,2,6,6,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,3,3,-8,3,1,10,1,3,2,3,1,2,2,2,2,4,4,1,4,1,2,1,5,3,3,3,5,1,1,3,3,4,4,4,3,4,3,2,2,2,2,2,2,5,5,0,5,3,4,3,4,2,4,4,2,2,2,-89,1,4,4,4,2,1,-8,5,15,15,1,1,NA,8,11,10,1,3,1,5,2,62,1,2,NA,1,3,1,2,1,1,NA,3,2
"817","817-92",817,92,2024,8,0.49850768,92297,21,13,2,3,3,5,17,3,2,4,4,-7,5,4,3,2,4,3,2,-8,3,6,6,6,1,6,6,3,6,6,6,6,6,6,4,6,6,6,6,6,6,1,4,1,4,4,3,3,1,4,1,1,4,4,1,1,3,1,1,2,-8,1,10,10,5,1,2,2,1,5,5,5,3,1,1,1,1,1,2,1,4,2,1,3,2,5,1,1,1,1,1,-8,3,-8,1,2,2,2,4,2,2,6,6,6,4,2,5,4,4,3,2,4,2,2,2,1,1,1,1,2,2,1,1,3,15,15,1,2,NA,4,8,5,3,3,5,4,2,45,4,2,NA,1,2,8,2,6,1,NA,1,5
"818","818-92",818,92,2024,8,0.98728188,92109,12,8,1,3,1,2,3,4,1,9,4,4,4,4,3,1,3,1,3,7,3,6,6,6,3,6,6,4,6,6,6,6,6,6,3,4,6,6,6,6,6,2,2,2,3,3,3,1,2,4,3,3,3,1,3,2,2,2,2,2,2,1,10,10,10,2,2,2,1,3,2,3,2,1,1,1,1,1,3,2,6,1,1,7,2,5,2,3,3,4,2,3,3,3,2,2,2,4,4,4,4,7,5,5,5,2,4,2,4,3,3,4,2,2,3,1,1,1,1,1,2,2,1,5,15,1,1,2,NA,2,8,9,3,3,1,4,1,40,1,2,NA,1,2,8,2,4,1,NA,1,4
"819","819-92",819,92,2024,8,1.18924341,92109,12,8,1,3,2,3,26,3,2,7,4,-7,4,4,3,2,4,2,3,5,3,6,6,4,3,3,6,4,6,6,6,3,6,6,3,4,3,6,6,6,6,3,3,3,3,3,-8,3,3,3,-8,3,3,3,3,3,3,3,3,3,3,1,8,5,5,-8,2,-8,-7,2,2,2,2,2,1,1,1,1,-8,2,5,3,3,2,3,4,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,5,5,5,5,2,3,4,4,2,2,5,2,2,2,1,1,1,1,2,2,2,1,5,15,15,1,4,NA,2,9,11,4,3,3,3,2,29,1,2,NA,2,NA,8,2,4,1,NA,2,5
